message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,normalized_text,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,weak_action,template,do_not_disturb_window,user_opened_30d,user_replied_30d,user_dismissed_30d,user_reported_30d,group_type,role,joined_at,messages_sent_30d_x,group_messages_read,group_replies_sent,notifications_dismissed_30d,group_muted_by_user,display_name,brand_name,business_category,business_verified,official_domain,domain_used_by_sender,business_account_age_days,messages_sent_30d_y,business_reports_30d,domain_used_by_sender_age_days,why_user_knows_account,last_activity_at,allows_promotions,promotions_opted_out_at,business_activity_count,messages_opened_30d,business_messages_dismissed,messages_replied_30d,last_reply_at,has_business_relationship,load_notifications_sent,load_notifications_dismissed,leakage_group
message_0204,u_040,group,group_022,,u_052,2026-05-06 07:24,"Launching 1200 sqft plots near the highway. Token booking closes tonight, site visit details after payment.",,,0,"launching 1200 sqft plots near the highway. token booking closes tonight, site visit details after payment.",0,0,,1,1,1,mute,launching <num> sqft plots near the highway token booking closes tonight site visit details after payment,00:00-07:00,17,2,81,4,real_estate,member,2025-03-20,0,0,0,9,1,,,,,,,,,,,,,,,,,,,,,10.928571428571429,5.357142857142857,leak-70093d864ef246ce
message_0033,u_012,business,,business_092,,2026-06-02 07:17,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,"when did a trip last change something about how you see yourself? ladakh is built for that. 7 nights, all in, from rs 17,999 per person. tap below to view the itinerary. reply stop to unsubscribe from marketing messages.",1,0,120,0,0,0,digest,when did a trip last change something about how you see yourself ladakh is built for that <num> nights all in from rs <num> per person tap below to view the itinerary reply stop to unsubscribe from marketing messages,23:00-07:00,58,13,17,4,,,,,,,,,Thrillophilia,Thrillophilia,travel,1,thrillophilia.com,link.wame.pro,4304,5156,4,3368,travel_package_interest,2026-07-17 23:55,1,,5,6,1,1,2026-07-17 23:55,1,7.5,1.2142857142857142,leak-0e5fe25827d2a7e9
message_0064,u_003,business,,business_004,,2026-05-01 12:24,Your uploaded report is available in the app. Doctor review is linked to tomorrow's appointment. This update is from Apollo 24|7.,,,0,your uploaded report is available in the app. doctor review is linked to tomorrow's appointment. this update is from apollo 24|7.,1,1,2,0,0,0,notify,your uploaded report is available in the app doctor review is linked to tomorrow s appointment this update is from apollo <num> <num>,21:30-07:30,59,14,24,1,,,,,,,,,Apollo 24|7,Apollo 24|7,healthcare,1,apollo247.com,apollo247.com,1048,1372,6,816,upcoming_clinic_appointment,2026-07-17 23:55,0,,2,6,1,1,2026-07-17 23:55,1,5.642857142857143,1.7142857142857142,leak-a5200d3a4810bda6
message_0207,u_016,business,,business_064,,2026-06-05 07:46,Talabat Refund Desk: refund could not be processed automatically. Enter wallet details at talabat-refund.com.,,,0,talabat refund desk: refund could not be processed automatically. enter wallet details at talabat-refund.com.,0,0,,1,1,1,mute,talabat refund desk refund could not be processed automatically enter wallet details at talabat refund com,22:00-07:00,86,25,37,2,,,,,,,,,Talabat Refund Desk,Talabat,food_delivery,0,talabat.com,talabat-refund.com,26,1178,61,12,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-72f337c1dcf8992c
message_0209,u_006,group,group_003,,u_045,2026-05-23 17:57,Route B bus is leaving 15 minutes early today because the main signal road is blocked.,,,0,route b bus is leaving 15 minutes early today because the main signal road is blocked.,1,1,2,0,0,0,notify,route b bus is leaving <num> minutes early today because the main signal road is blocked,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-890657f4f26572ee
message_0048,u_040,business,,business_098,,2026-05-12 07:52,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,"review in progress dear user, your approved application of inr 200000 has moved into the final stage. tap below for current status. ref id-532311946 reply stop to unsubscribe",0,0,,1,1,0,mute,review in progress dear user your approved application of inr <num> has moved into the final stage tap below for current status ref id <num> reply stop to unsubscribe,00:00-07:00,17,2,81,4,,,,,,,,,Loan Verification Desk,Unknown,finance,0,,vl.gl,35,1756,23,10,ignored_loan_message,2026-03-27 18:05,0,2026-07-16 09:05,9,0,6,0,,1,10.928571428571429,5.357142857142857,leak-e7ddb24ba0e09cb1
message_0343,u_035,group,group_018,,u_054,2026-05-01 12:17,LIVE: Spain vs Argentina watch link and score thread. Mute after kickoff if notifications get too much.,,,0,live: spain vs argentina watch link and score thread. mute after kickoff if notifications get too much.,1,0,120,0,0,0,digest,live spain vs argentina watch link and score thread mute after kickoff if notifications get too much,23:30-07:30,91,26,28,0,sports,admin,2024-04-19,14,15,8,2,0,,,,,,,,,,,,,,,,,,,,,9.714285714285714,2.0,leak-5f9c056e202b5a1a
message_0254,u_006,business,,business_006,,2026-07-04 17:24,"Hello Customer,

This is a routine update regarding your registered utility account.

Please review the bill or outage details in the official app. Kindly ignore this message if you have already completed the action.

Tap below to view details.",,,0,"hello customer, this is a routine update regarding your registered utility account. please review the bill or outage details in the official app. kindly ignore this message if you have already completed the action. tap below to view details.",1,1,2,0,0,0,notify,hello customer this is a routine update regarding your registered utility account please review the bill or outage details in the official app kindly ignore this message if you have already completed the action tap below to view details,21:00-06:00,80,23,39,2,,,,,,,,,Tata Power,Tata Power,utilities,1,tatapower.com,tatapower.com,1122,1458,8,874,monthly_utility_bill,2026-07-17 23:55,0,,4,5,0,1,2026-07-17 23:55,1,5.857142857142857,2.142857142857143,leak-cec5b772338273ef
message_0320,u_028,business,,business_106,,2026-04-05 17:03,"Hello,

We are sharing an update about your cloud security workspace.

Please review the finding details, affected resource, and recommended action in the console.

Team AWS Security Hub",,,0,"hello, we are sharing an update about your cloud security workspace. please review the finding details, affected resource, and recommended action in the console. team aws security hub",1,1,2,0,0,0,notify,hello we are sharing an update about your cloud security workspace please review the finding details affected resource and recommended action in the console team aws security hub,23:30-07:30,42,5,45,1,,,,,,,,,AWS Security Hub,AWS,cloud_security,1,aws.amazon.com,aws.amazon.com,4822,5758,9,3774,security_incident_updates,2026-05-28 12:45,0,,2,2,0,0,,1,9.0,2.5,leak-f6c074ff35042aae
message_0193,u_003,group,group_001,,u_051,2026-07-06 12:17,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,good morning all. may today bring success and peace. share positivity with friends.,0,0,,1,1,0,mute,good morning all may today bring success and peace share positivity with friends,21:30-07:30,59,14,24,1,family,member,2023-12-27,2,3,1,6,1,,,,,,,,,,,,,,,,,,,,,5.642857142857143,1.7142857142857142,leak-b87e622c7e4acf84
message_0174,u_009,group,group_005,,u_050,2026-03-04 07:24,"Imported recliner discount today only. Warehouse pickup, cash or UPI accepted.",,,0,"imported recliner discount today only. warehouse pickup, cash or upi accepted.",0,0,,1,1,0,mute,imported recliner discount today only warehouse pickup cash or upi accepted,22:00-08:30,118,41,12,0,marketplace,member,2026-03-26,8,8,1,2,0,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-80beff592fe93f37
message_0279,u_014,business,,business_032,,2026-04-03 07:57,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,"dear customer, your health-related update is ready for review. please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time. team care services",1,1,2,0,0,0,notify,dear customer your health related update is ready for review please check appointment prescription claim or pickup details in the registered app before the scheduled time team care services,21:30-06:30,72,19,27,3,,,,,,,,,Green Cross Pharmacy,Green Cross Pharmacy,healthcare,0,,greencrosspharmacy.in,420,74,0,390,prescription_refill,2026-07-17 23:55,0,,5,6,1,2,2026-07-17 23:55,1,4.571428571428571,1.9285714285714286,leak-16913c53f395e2ee
message_0088,u_005,group,group_005,,u_050,2026-05-04 12:52,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,same message appeared in two resale threads today from new numbers with different payment links.,0,0,,1,1,1,mute,same message appeared in two resale threads today from new numbers with different payment links,22:30-07:00,73,20,34,0,marketplace,member,2026-01-05,11,11,3,3,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-f5ef248ec526ea77
message_0330,u_031,business,,business_014,,2026-06-11 07:03,"Dear Customer,

School fee receipt is generated for term 2. Download from parent portal.

Tap below to view details.",,,0,"dear customer, school fee receipt is generated for term 2. download from parent portal. tap below to view details.",1,1,2,0,0,0,notify,dear customer school fee receipt is generated for term <num> download from parent portal tap below to view details,21:30-06:30,63,14,60,2,,,,,,,,,PhonePe,PhonePe,payments,1,phonepe.com,phonepe.com,1418,1802,7,1106,school_fee_payment,2026-03-19 18:25,0,,7,8,0,0,,1,6.785714285714286,3.0714285714285716,leak-3923ccd6da3aa828
message_0373,u_014,personal,,,u_051,2026-03-20 12:17,Forwarded health tip: avoid all tablets and use this herbal mix instead. Share with elders urgently.,,,9,forwarded health tip: avoid all tablets and use this herbal mix instead. share with elders urgently.,0,0,,1,1,0,mute,forwarded health tip avoid all tablets and use this herbal mix instead share with elders urgently,21:30-06:30,72,19,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.571428571428571,1.9285714285714286,leak-a249b806938ae51a
message_0161,u_005,group,group_021,,u_054,2026-04-14 17:08,Global Stock Watch: weekly semiconductor thread with Nvidia and TSMC research links. No intraday call.,,,0,global stock watch: weekly semiconductor thread with nvidia and tsmc research links. no intraday call.,1,0,120,0,0,0,digest,global stock watch weekly semiconductor thread with nvidia and tsmc research links no intraday call,22:30-07:00,73,20,34,0,investment_tips,admin,2024-10-05,13,13,6,1,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-f0602d4151ae6e62
message_0379,u_023,personal,,,u_052,2026-04-16 12:57,"Fresh biryani boxes available, order fast and pay advance to reserve.",,,2,"fresh biryani boxes available, order fast and pay advance to reserve.",0,0,,1,1,0,mute,fresh biryani boxes available order fast and pay advance to reserve,21:30-07:30,74,18,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.2142857142857144,leak-f8818d1ac3d22040
message_0046,u_024,group,group_008,,u_041,2026-04-22 12:39,"Hey, just checking if you had dinner. No rush, call me whenever you are free.",,,0,"hey, just checking if you had dinner. no rush, call me whenever you are free.",1,0,120,0,0,0,digest,hey just checking if you had dinner no rush call me whenever you are free,00:00-06:30,78,21,25,3,extended_family,member,2023-05-13,3,4,0,3,0,,,,,,,,,,,,,,,,,,,,,7.428571428571429,1.7857142857142858,leak-60eb3bc541d5c4f6
message_0034,u_007,business,,business_092,,2026-06-12 12:24,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",,,0,"the mountains are calling again. a saved travel deal is available for a limited time. check current fares, stays, and package details in the app. reply stop to unsubscribe from marketing messages.",0,0,,1,1,0,mute,the mountains are calling again a saved travel deal is available for a limited time check current fares stays and package details in the app reply stop to unsubscribe from marketing messages,22:00-07:00,44,6,68,2,,,,,,,,,Thrillophilia,Thrillophilia,travel,1,thrillophilia.com,link.wame.pro,4304,5156,4,3368,travel_promotions_opted_out,2026-07-10 10:12,0,2026-07-17 23:55,4,1,8,0,,1,8.0,3.642857142857143,leak-1b9039e5a22d625e
message_0390,u_032,group,group_005,,u_048,2026-07-02 07:03,,voice,vn_012,0,,1,1,2,0,0,0,notify,,23:00-07:00,70,17,13,4,marketplace,member,2026-01-09,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,7.0,0.9285714285714286,leak-4dde05b07b3b0387
message_0349,u_037,business,,business_109,,2026-06-30 12:57,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",,,0,"dear customer, your booking or reservation update is now available. please review timings, guest details, and any change options in the app. tap below to view details.",1,0,120,0,0,0,digest,dear customer your booking or reservation update is now available please review timings guest details and any change options in the app tap below to view details,21:00-06:30,41,32,38,4,,,,,,,,,Marriott Bonvoy,Marriott Bonvoy,hotel,1,marriott.com,marriott.com,4933,5887,3,3861,hotel_booking,2026-05-07 09:15,0,,2,4,1,1,2026-05-07 09:15,1,3.642857142857143,2.642857142857143,leak-809516d3d4ff3aa1
message_0083,u_007,business,,business_094,,2026-04-17 17:17,TRY50 expires soon. Ready to place your first order? T&C apply. Reply STOP to unsubscribe. This reminder is from Swish.,,,0,try50 expires soon. ready to place your first order? t&c apply. reply stop to unsubscribe. this reminder is from swish.,0,0,,1,1,0,mute,try50 expires soon ready to place your first order t c apply reply stop to unsubscribe this reminder is from swish,22:00-07:00,44,6,68,2,,,,,,,,,Swish,Swish,food_delivery,1,swish.in,swish.in,4378,5242,6,3426,food_promotions_opted_out,2026-06-03 08:46,0,2026-07-17 23:55,3,0,9,0,,1,8.0,3.642857142857143,leak-9813963851ff42c2
message_0334,u_032,group,group_022,,u_052,2026-03-05 12:24,"Plots near expressway, 20 percent assured appreciation in 3 months. Token link closes tonight.",,,3,"plots near expressway, 20 percent assured appreciation in 3 months. token link closes tonight.",0,0,,1,1,1,mute,plots near expressway <num> percent assured appreciation in <num> months token link closes tonight,23:00-07:00,70,17,13,4,real_estate,admin,2024-06-26,17,17,3,2,0,,,,,,,,,,,,,,,,,,,,,7.0,0.9285714285714286,leak-1e0167ae6725bf9f
